Date,Year,Quarter,Real_GDP,GDP_Growth,CPI,Inflation_Rate,Unemployment_Rate
2013-04-01,2013,Q2,17709.671,1.0748507650766292,232.045,1.414723261424422,7.533333333333334
2013-07-01,2013,Q3,17860.45,3.4493139225505898,233.29999999999998,1.5049534243237517,7.233333333333333
2013-10-01,2013,Q4,18016.147,3.532828598657445,234.1626666666667,1.2073049150852722,6.933333333333334
2014-01-01,2014,Q1,17953.974,-1.3732548917761767,235.621,1.4299079635757383,6.666666666666667
2014-04-01,2014,Q2,18185.911,5.268365026582655,236.87233333333333,2.0803436115121476,6.2
2014-07-01,2014,Q3,18406.941,4.950916534930627,237.47833333333332,1.7909701385912413,6.066666666666666
2014-10-01,2014,Q4,18500.031,2.0383303103057804,236.88833333333332,1.1640056484950367,5.7
2015-01-01,2015,Q1,18666.621,3.650885031119766,235.35500000000002,-0.11289316317305564,5.533333333333334
2015-04-01,2015,Q2,18782.243,2.5007353109643082,236.96,0.03701009123058263,5.433333333333334
2015-07-01,2015,Q3,18857.418,1.6106176842981101,237.855,0.15861096099996086,5.1000000000000005
2015-10-01,2015,Q4,18892.206,0.7399609712167354,237.837,0.40046998234049,5.033333333333333
2016-01-01,2016,Q1,19001.69,2.3383061524439253,237.68933333333334,0.9918350293528055,4.8999999999999995
2016-04-01,2016,Q2,19062.709,1.2906967702374539,239.59033333333332,1.1100326356065615,4.933333333333334
2016-07-01,2016,Q3,19197.938,2.8678981414693494,240.60733333333334,1.1571475618899596,4.8999999999999995
2016-10-01,2016,Q4,19304.352,2.235699518586598,242.13466666666667,1.8069798503457024,4.766666666666667
2017-01-01,2017,Q1,19398.343,1.9618307902452337,243.83866666666665,2.587130540144833,4.566666666666666
2017-04-01,2017,Q2,19506.949,2.258367983115228,244.12,1.8905882402044716,4.366666666666667
2017-07-01,2017,Q3,19660.766,3.1915992394406345,245.287,1.9449393340740473,4.333333333333333
2017-10-01,2017,Q4,19882.352,4.584974811729059,247.23833333333334,2.1077802435008675,4.166666666666667
2018-01-01,2018,Q1,20044.077,3.293553047698339,249.3216666666667,2.248617938637043,4.033333333333333
2018-04-01,2018,Q2,20150.476,2.1402669926408935,250.679,2.686793380304775,3.9333333333333336
2018-07-01,2018,Q3,20276.154,2.5182268082057035,251.68633333333332,2.608916629635205,3.766666666666667
2018-10-01,2018,Q4,20304.874,0.5677817986818878,252.711,2.213518669569847,3.8333333333333335
2019-01-01,2019,Q1,20431.641,2.520756202743435,253.38566666666665,1.6300227951842494,3.8666666666666667
2019-04-01,2019,Q2,20602.275,3.3826649590035895,255.24733333333333,1.8223837390979325,3.6333333333333333
2019-07-01,2019,Q3,20843.322,4.762784209178728,256.08933333333334,1.749399715783806,3.6
2019-10-01,2019,Q4,20985.448,2.755535957854649,257.888,2.0485851427124224,3.6
2020-01-01,2020,Q1,20709.212,-5.16223383893778,258.81766666666664,2.143767669047314,3.8333333333333335
2020-04-01,2020,Q2,19077.992,-27.97614656719044,256.292,0.40927623141997493,13.0
2020-07-01,2020,Q3,20558.879,34.8550059746765,259.22166666666664,1.2231408831293145,8.799999999999999
2020-10-01,2020,Q4,20791.917,4.611736044615711,261.0916666666667,1.242270546387081,6.766666666666667
2021-01-01,2021,Q1,21082.134,5.701255644273506,263.74233333333336,1.9027552215008736,6.233333333333333
2021-04-01,2021,Q2,21440.929,6.983331307653917,268.5503333333333,4.7829558992607435,5.933333333333334
2021-07-01,2021,Q3,21617.828,3.34127932577879,272.8296666666667,5.249561186372054,5.066666666666666
2021-10-01,2021,Q4,21988.737,7.0416786109130936,278.77133333333336,6.771440426414732,4.166666666666667
2022-01-01,2022,Q1,21932.71,-1.0153057807451127,284.90566666666666,8.024245886452297,3.8666666666666667
2022-04-01,2022,Q2,21967.045,0.6276599617172085,291.60533333333336,8.584982827551912,3.6333333333333333
2022-07-01,2022,Q3,22125.625,2.9190173117406015,295.453,8.29210899596693,3.533333333333333
2022-10-01,2022,Q4,22278.345,2.7896792303830242,298.5416666666667,7.0919535007186285,3.5666666666666664
2023-01-01,2023,Q1,22439.607,2.9269931752128775,301.23033333333336,5.729849763137995,3.533333333333333
2023-04-01,2023,Q2,22580.499,2.5352403907615395,303.3976666666667,4.043936096276246,3.533333333333333
2023-07-01,2023,Q3,22840.989,4.694888429547928,305.989,3.566049422412365,3.6333333333333333
2023-10-01,2023,Q4,23033.78,3.4192155752948095,308.195,3.2334961618980973,3.8000000000000003
2024-01-01,2024,Q1,23082.119,0.8420915771010673,311.00333333333333,3.244361180978883,3.8333333333333335
2024-04-01,2024,Q2,23286.508,3.5892686664036777,313.0806666666667,3.191520919189661,3.9666666666666663
2024-07-01,2024,Q3,23478.57,3.340152501559479,314.12100000000004,2.657611874936694,4.166666666666667
2024-10-01,2024,Q4,23586.542,1.8522267738050768,316.5876666666666,2.7231676914507563,4.133333333333333
